X,Y,fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
13.7029076,50.9024677,"649","1434985021","Brücke, Reinholdshain (Kr PIR) Steig 1",,bus_stop,"1",,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1477"",""shelter""=>""yes"""
13.7028808,50.9026174,"650","1434985024","Brücke, Reinholdshain (Kr PIR) Steig 2",,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1477"",""shelter""=>""yes"""
13.7680581,50.9069783,"651","1434985026",Abzweig Hirschbachmühle,,bus_stop,,,,,,"""bench""=>""no"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1962"",""shelter""=>""no"""
13.7448123,50.907025,"652","1434985028",Wartehalle,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1991"",""shelter""=>""yes"",""tactile_paving""=>""no"""
13.744644,50.9071169,"653","1434985030",Wartehalle,,bus_stop,,,,,,"""bench""=>""no"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1991"",""shelter""=>""no"",""tactile_paving""=>""no"""
13.7383517,50.9072951,"654","1434985032",Oberdorf,,bus_stop,,,,,,"""bench""=>""no"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1992"",""shelter""=>""yes"",""tactile_paving""=>""no"""
13.7383385,50.9073787,"655","1434985035",Oberdorf,,bus_stop,,,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1992"",""shelter""=>""no"""
13.7004873,50.8962214,"656","1442062679",König-Johann-Denkmal,,,,,,,,"""alt_name""=>""Kriegerdenkmal 1871"",""description""=>""Denkmal des Königlich Sächsischen Militärvereins"",""heritage""=>""yes"",""historic""=>""memorial"",""image""=>""http://commons.wikimedia.org/wiki/File:Denkmal_Reinholdshain_Dipps.jpg"",""inscription""=>""Die dankbaren ... königlich sächsischer Militärverein Reinholdshain"""
13.7016565,50.8960158,"657","1442062680",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""26"",""addr:postcode""=>""01744"",""addr:street""=>""Glashütter Straße"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.6995015,50.8975805,"658","1442062681",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2a"",""addr:postcode""=>""01744"",""addr:street""=>""Vorwerk"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.7018559,50.895821,"659","1442062706",Sühnekreuz Reinholdshain,,,,,,,,"""format""=>""stone_cross"",""heritage""=>""yes"",""historic""=>""stone"",""image""=>""http://commons.wikimedia.org/wiki/File:Steinkreuz_Reinholdshain.jpg"",""stone_type""=>""conciliation_cross"",""website""=>""http://www.suehnekreuz.de/sachsen/reinholdshain.htm"""
13.6995844,50.8962747,"660","1442062783",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""Deutsche Post"""
13.7010734,50.8967551,"661","1442062843",,,give_way,,,,,,
13.699579,50.896288,"662","1442062885",Mitte,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1478"",""shelter""=>""yes"",""tactile_paving""=>""no"""
13.6960807,50.89911,"663","1444700336",Knorr Präzisionsteile,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""15"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""https://knorr-praezisionsteile.de/"""
13.6947248,50.8999513,"664","1444700339",AWO,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""15a"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""https://www.awo-in-sachsen.de/index.php?entry_id=113"""
13.6965712,50.8999166,"665","1444700343",,,,,,,,,"""entrance""=>""yes"""
13.6965961,50.9004975,"666","1444700350",Wend & Wienrich GbR,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""18"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""http://www.wend-wienrich.de"""
13.6949563,50.9005851,"667","1444700353",Bernd Schütze und Steffen Lohse GbR,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""22"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""craft""=>""electrician"",""entrance""=>""main"",""phone""=>""+49 3504 612551"""
13.6946053,50.9008742,"668","1444700361",KDF,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""24"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""email""=>""info@kdf-parkett.de"",""entrance""=>""main"",""opening_hours""=>""Mo-Fr 07:00-18:00; Sa-Su,PH off"",""operator""=>""Parkett- und Fußbodenleger GmbH"",""phone""=>""+49 3504 618801"",""website""=>""https://www.kdf-parkett.de/"""
13.6971754,50.8998035,"669","1444700363",Dowaldwerke GmbH,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""8-12"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""alt_name""=>""Pneumatik Hydraulik GmbH"",""entrance""=>""main"",""website""=>""http://dowaldwerke.griessbach.de/"""
13.6956451,50.9007342,"670","1444700364",FFZ Feinmechanisches Fertigungszentrum Glashütte GmbH,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""20"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""http://www.ffz-glashuette.de/"""
13.6944642,50.8993125,"671","1444700410",,,,,,,,,"""entrance""=>""yes"""
13.6949473,50.899439,"672","1444700412",,,,,,,,,"""entrance""=>""yes"""
13.6952433,50.8996092,"673","1444700426",,,turning_circle,,,,,,"""access""=>""private"""
13.6948839,50.8997322,"674","1444700434",,,,,,,,,"""entrance""=>""yes"""
13.697526,50.899799,"675","1444700452",,,,,,,,,"""entrance""=>""yes"""
13.6969331,50.8999256,"676","1444700458",,,,,,,,,"""entrance""=>""yes"""
13.6965415,50.900274,"677","1444700498",,,,,,,,,"""entrance""=>""yes"""
13.6926242,50.8992913,"678","1445274335",Selectrona GmbH,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housename""=>""Selectrona GmbH"",""addr:housenumber""=>""19 / 21"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""https://www.soehnergroup.com/"""
13.6918281,50.8994318,"679","1445274336",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""34"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.7026707,50.8954151,"680","1445274439",,,,,,,,,"""description""=>""backward: Kinder"",""hazard""=>""yes"""
13.6922047,50.8992927,"681","1445274480",,,,,,,,,"""hazard""=>""yes"""
13.69198,50.8993234,"682","1445274484",,,,,,,,,"""entrance""=>""yes"""
13.691581,50.8993422,"683","1445274486",,,,,,,,,"""entrance""=>""yes"""
13.6925463,50.8999306,"684","1445274506",,,,,,,,,"""entrance""=>""yes"""
13.6982865,50.9002237,"685","1445274521",,,,,,,,,"""power""=>""pole"",""tower:type""=>""concrete"""
13.6935858,50.9001869,"686","1445274523",,,,,,,,,"""entrance""=>""yes"""
13.6942565,50.9009463,"687","1445274571",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""150"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.6984085,50.9011303,"688","1445274578",,,,,,,,,"""power""=>""pole"",""tower:type""=>""concrete"""
13.6986423,50.9032839,"689","1445274588",,,,,,,,,"""power""=>""pole"",""tower:type""=>""concrete"""
13.6987516,50.9044363,"690","1445274591",,,,,,,,,"""power""=>""pole"""
13.6988443,50.9053009,"691","1445274600",,,,,,,,,"""power""=>""pole"",""tower:type""=>""concrete"""
13.6988394,50.9062969,"692","1445274602",,,,,,,,,"""power""=>""pole"",""tower:type""=>""concrete"""
13.6988539,50.9076011,"693","1445274603",,,,,,,,,"""power""=>""pole"",""tower:type""=>""concrete"""
13.6988901,50.9085868,"694","1445274604",,,,,,,,,"""power""=>""pole"",""tower:type""=>""steel_grating"""
13.693538,50.8986133,"695","1445508287",,,,"10",,,,,"""access""=>""private"",""entrance""=>""yes"""
13.6895657,50.8985044,"696","1446076899",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housename""=>""raumcreativ C&B"",""addr:housenumber""=>""14"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""http://www.raumcreativ.com"""
13.6913576,50.8981949,"697","1446076900",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""01744"",""addr:street""=>""Oberhäslicher Straße"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""https://www.uwe-wilhelm-isolierungen.de/"""
13.69054,50.8983448,"698","1446076904",ADAC,,,,,,,,"""club""=>""automobile"""
13.6900513,50.8983872,"699","1446076906",,,,,,,,,"""entrance""=>""yes"""
13.689221,50.8985187,"700","1446076920",,,,,,,,,"""entrance""=>""yes"""
13.6909274,50.8985904,"701","1446076930",,,crossing,,,,,,"""crossing""=>""unmarked"""
13.6910957,50.8987632,"702","1446076938",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.6896231,50.8987772,"703","1446076940",,,,,,,,,"""entrance""=>""yes"""
13.6895606,50.8988202,"704","1446076942",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""150"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.6904167,50.8983676,"705","1446076987",SIXT,,,,,,,,"""amenity""=>""car_rental"""
13.6894149,50.898929,"706","1446301772",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housename""=>""Maschinenservice Geigenmüller"",""addr:housenumber""=>""11"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""http://www.bg-ms.de/"""
13.696131,50.8988721,"707","1446301814",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""80"",""fire_hydrant:position""=>""green"",""fire_hydrant:type""=>""pillar"""
13.6896341,50.89888,"708","1446301815",,,,,,,,,"""entrance""=>""yes"""
13.6956013,50.8989484,"709","1446301826",,,,,,,,,"""amenity""=>""bench"""
13.6955968,50.8989711,"710","1446301835",,,,,,,,,"""amenity""=>""waste_basket"""
13.6893686,50.8990028,"711","1446301840",,,,,,,,,"""entrance""=>""yes"""
13.6932014,50.8996678,"715","1474868809",,,,,,,,,"""entrance""=>""yes"""
13.6846707,50.896749,"718","1490316701",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7007206,50.8965205,"748","1658329231",,,give_way,,,,,,
13.7540025,50.8925411,"749","1661505703",,,give_way,,,,,,"""direction""=>""backward"""
13.7030037,50.9028191,"751","1680843271",,,give_way,,,,,,
13.6982024,50.8992932,"758","1709783218",,,,,,,,,"""power""=>""pole"",""tower:type""=>""concrete"""
13.6950341,50.900527,"759","1709783229",,,crossing,,,,,,"""crossing""=>""unmarked"""
13.7380427,50.9072803,"764","1736500116",Hirschbach,,,,,,,,"""traffic_sign""=>""city_limit"""
13.7448035,50.9103365,"765","1736500117",Hirschbach,,,,,,,,"""traffic_sign""=>""city_limit"""
13.7461127,50.9071704,"766","1736500142",,,stop,,,,,,"""stop:position""=>""right"""
13.734134,50.9209134,"770","1761086799",Mühlweg,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1996"",""shelter""=>""yes"",""tactile_paving""=>""no"""
13.680121,50.8955035,"771","1761216531",,,,,,,,,"""flow_control""=>""water_level"",""waterway""=>""flow_control"""
13.6811201,50.8955264,"772","1761216539",,,,,,,,,"""flow_control""=>""water_level"",""waterway""=>""flow_control"""
13.6868754,50.8964717,"778","1761216625",,,street_lamp,,,,,,
13.6928348,50.8967571,"779","1761216651",,,,,,,,,"""natural""=>""tree"""
13.6989175,50.9102613,"787","1781369706",,,stop,,,,,,
13.6988052,50.9102954,"788","1781369738",,,,,,,,,"""TMC:cid_58:tabcd_1:Class""=>""Point"",""TMC:cid_58:tabcd_1:Direction""=>""both"",""TMC:cid_58:tabcd_1:LCLversion""=>""9.00"",""TMC:cid_58:tabcd_1:LocationCode""=>""42783"",""TMC:cid_58:tabcd_1:NextLocationCode""=>""42785"",""TMC:cid_58:tabcd_1:PrevLocationCode""=>""21065"""
13.784601,50.9020839,"790","1793473073","Hausdorf, Ziegeleigut",,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position"""
13.7863117,50.9065035,"791","1793473089","Hausdorf, Wendeplatz",,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position"""
13.7863739,50.9067106,"792","1793473101","Hausdorf, Wendeplatz",,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position"""
13.7051153,50.9111355,"794","1803718310",Oberhäslich,,,,,,,,"""alt_name""=>""Reinberg 1 km"",""traffic_sign""=>""city_limit"""
13.6925408,50.9078929,"795","1806220184",Oberhäslich,,,,,,,,"""direction""=>""backward"",""traffic_sign""=>""city_limit"""
13.6901273,50.9080844,"796","1806220185",Oberhäslich,,,,,,,,"""alt_name""=>""Dippoldiswalde 2 km"",""traffic_sign""=>""city_limit"""
13.6927204,50.9080158,"797","1806220221",,,give_way,,,,,,"""direction""=>""forward"""
13.6935235,50.8996857,"798","1814984054",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""17"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.6933882,50.8997507,"799","1814984170",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7015676,50.9048949,"800","1814984275",Reinholdshain,,,,,,,,"""alt_name""=>""Oberhäslich 1 km"",""traffic_sign""=>""city_limit"""
13.7000201,50.9087955,"801","1814984360",,,give_way,,,,,,
13.6974384,50.8980692,"811","1832806859",KiK,,,"6418",,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""4"",""addr:postcode""=>""01744"",""addr:street""=>""Am Bauzentrum"",""addr:suburb""=>""Reinholdshain"",""brand""=>""KiK"",""brand:wikidata""=>""Q883965"",""opening_hours""=>""Mo-Fr 09:00-19:00; Sa 09:00-16:00"",""shop""=>""clothes"""
13.6978716,50.8969142,"812","1832806862",Bauzentrum Reinholdshain,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""1"",""addr:postcode""=>""01744"",""addr:street""=>""Am Bauzentrum"",""addr:suburb""=>""Reinholdshain"",""operator""=>""Reinholdshainer Raiffeisen Handels GmbH"",""shop""=>""garden_centre"",""website""=>""https://www.bhg-reinholdshain.de/"""
13.697545,50.8979202,"813","1832881815",Grillstüb´l,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""4"",""addr:postcode""=>""01744"",""addr:street""=>""Am Bauzentrum"",""addr:suburb""=>""Reinholdshain"",""amenity""=>""fast_food"",""entrance""=>""main"",""opening_hours""=>""Mo-Fr 09:00-15:30"""
13.6975294,50.8980199,"814","1832881818",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""4"",""addr:postcode""=>""01744"",""addr:street""=>""Am Bauzentrum"",""addr:suburb""=>""Reinholdshain"",""shop""=>""vacant"""
13.7008633,50.8972213,"815","1832884907",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:position""=>""water"",""fire_hydrant:pressure""=>""suction"",""fire_hydrant:type""=>""pipe"",""water_source""=>""pond"""
13.6961409,50.8992041,"817","1839638378",,,,,,,,,"""entrance""=>""yes"""
13.6962424,50.899584,"818","1839638383",,,,,,,,,"""entrance""=>""yes"""
13.6967596,50.8996687,"819","1839638389",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.6968687,50.900461,"820","1839638594",,,,,,,,,"""entrance""=>""yes"""
13.6939127,50.900322,"821","1840918537",Mercedes Kahnt,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""26-28"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""brand""=>""Mercedes-Benz"",""entrance""=>""main"",""shop""=>""car"",""website""=>""https://www.kahnt.dippoldiswalde.mercedes-benz.de/content/deutschland/retail-plz0/kahnt/de/desktop/home.html"""
13.6897183,50.8993675,"822","1840918541",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.6968605,50.8997731,"823","1840918553",,,street_lamp,,,,,,
13.6969638,50.900023,"824","1840918581",,,street_lamp,,,,,,
13.6926825,50.9002331,"825","1840918594",,,street_lamp,,,,,,
13.6966822,50.9002332,"826","1840918595",,,street_lamp,,,,,,
13.694743,50.9003456,"827","1840918619",,,street_lamp,,,,,,
13.6963336,50.9004059,"828","1840918627",,,street_lamp,,,,,,
13.6951288,50.9004958,"829","1840918653",,,street_lamp,,,,,,
13.6959623,50.9005487,"830","1840918660",,,street_lamp,,,,,,
13.6955355,50.9005813,"831","1840918664",,,street_lamp,,,,,,
13.6946053,50.9011489,"832","1840918713",,,,,,,,,"""natural""=>""tree"""
13.6970134,50.9016825,"833","1840918733",,,,,,,,,"""natural""=>""tree"""
13.6985297,50.902224,"834","1840918746",,,,,,,,,"""power""=>""pole"",""tower:type""=>""concrete"""
13.7021643,50.9045256,"836","1841029508","Reinholdshain, Schule",,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position"""
13.7020983,50.9045417,"837","1841029615","Schule, Reinholdshain (Kr PIR) Steig 1",,bus_stop,"1",,,,,"""bench""=>""no"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1481"",""shelter""=>""no"""
13.7545015,50.8923203,"840","1852737896","Reinhardtsgrimma, Schule",,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position"""
13.6964641,50.9000464,"841","1864324824",,,,,,,,,"""entrance""=>""main"""
13.6975596,50.8993129,"842","1864324959",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:position""=>""green"",""fire_hydrant:pressure""=>""suction"",""fire_hydrant:type""=>""pipe"",""water_source""=>""pond"""
13.6967884,50.8998631,"843","1864324993",,,,,,,,,"""entrance""=>""yes"""
13.696689,50.8998876,"844","1864324995",,,,,,,,,"""entrance""=>""yes"""
13.696477,50.8999398,"845","1864325000",,,,,,,,,"""entrance""=>""yes"""
13.6971335,50.8999972,"846","1864325008",,,,,,,,,"""amenity""=>""recycling"",""recycling:glass""=>""yes"",""recycling_type""=>""container"""
13.6990443,50.9000185,"847","1864325017",,,,,,,,,"""natural""=>""tree"""
13.6960395,50.9002428,"848","1864325030",,,,,,,,,"""natural""=>""tree"""
13.6959164,50.9008672,"849","1864325087",,,,,,,,,"""entrance""=>""main"""
13.6818218,50.8914793,"850","1865457364",,,,,,,,,"""pipeline""=>""marker"",""substance""=>""cng"""
13.6840125,50.8932271,"851","1865457392",,,,ENSO R 39,,,,,"""description:de""=>""pipeline 0321"",""pipeline""=>""marker"",""substance""=>""cng"""
13.6876489,50.8963912,"852","1865457523",,,,ENSO R 38,,,,,"""description:de""=>""pipeline 0321"",""pipeline""=>""marker"",""substance""=>""cng"""
13.7072665,50.8981331,"853","1907364737",,,,,,,,,"""natural""=>""tree"""
13.702769,50.9002838,"854","1907364992",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7105411,50.9026856,"855","1907365186",,,passing_place,,,,,,
13.7048102,50.8984753,"856","1913826124",,,,,,,,,"""natural""=>""tree"""
13.7044161,50.8985251,"857","1913826125",,,,,,,,,"""natural""=>""tree"""
13.7036121,50.8985887,"858","1913826134",,,,,,,,,"""natural""=>""tree"""
13.7035395,50.8990878,"859","1913826240",,,,,,,,,"""natural""=>""tree"""
13.7016835,50.8991414,"860","1913826247",,,give_way,,,,,,
13.7005742,50.8992117,"861","1913826256",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7005664,50.8993305,"862","1913826284",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7056994,50.8995174,"863","1913826331",,,,,,,,,"""natural""=>""tree"""
13.7032544,50.8996025,"864","1913826355",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7041228,50.8999016,"865","1913826471",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7036625,50.8999488,"866","1913826486",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7030291,50.9000214,"867","1913826534",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7025964,50.9003157,"868","1913826622",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7013352,50.9007491,"869","1913826743",,,,,,,,,"""natural""=>""tree"""
13.7043268,50.9009135,"870","1913826770",,,,,,,,,"""natural""=>""tree"""
13.7031699,50.9010167,"871","1913826793",,,,,,,,,"""natural""=>""tree"""
13.7038352,50.9010306,"872","1913826801",,,,,,,,,"""natural""=>""tree"""
13.7034473,50.9011201,"873","1913826858",,,,,,,,,"""natural""=>""tree"""
13.7023883,50.9011405,"874","1913826893",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7011062,50.8999384,"875","1913826906",,,,,,,,,"""natural""=>""tree"""
13.7031951,50.9011817,"876","1913826907",,,,,,,,,"""natural""=>""tree"""
13.7036933,50.9012653,"877","1913826963",,,,,,,,,"""natural""=>""tree"""
13.7025165,50.9014678,"878","1913827134",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7025365,50.9015178,"879","1913827205",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7026303,50.9019107,"880","1913827373",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.702764,50.9021954,"881","1913827462",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7029172,50.9023683,"882","1913827465",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.7090372,50.912116,"883","1918418416",Reinberg,,,,,,,,"""alt_name""=>""Oberhäslich 1 km"",""traffic_sign""=>""city_limit"""
13.6940855,50.8985934,"884","1920540839",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.695648,50.8989201,"885","1920540848",,,,,,,,,"""amenity""=>""bench"""
13.6956287,50.8989249,"886","1920540850",,,,,,,,,"""amenity""=>""waste_basket"""
13.6956107,50.8989309,"887","1920540851",,,,,,,,,"""amenity""=>""bench"""
13.6956075,50.8989874,"888","1920540860",,,,,,,,,"""amenity""=>""bench"""
13.6901616,50.8983668,"890","1931836912",,,,,,,,,"""entrance""=>""yes"""
13.6898742,50.8984199,"891","1931836913",,,,,,,,,"""entrance""=>""yes"""
13.6889505,50.8985725,"892","1931836914",,,,,,,,,"""entrance""=>""yes"""
13.6944136,50.8987401,"893","1931836915",,,,,,,,,"""entrance""=>""yes"""
13.6944941,50.8987577,"894","1931836916",,,,,,,,,"""entrance""=>""yes"""
13.6945625,50.8987727,"895","1931836917",,,,,,,,,"""entrance""=>""yes"""
13.6946551,50.898793,"896","1931836918",,,,,,,,,"""entrance""=>""yes"""
13.6973955,50.899435,"897","1931836921",,,,,,,,,"""entrance""=>""emergency"""
13.6934829,50.9001433,"898","1931836923",,,,,,,,,"""entrance""=>""yes"""
13.6936891,50.9002757,"899","1931836924",,,,,,,,,"""entrance""=>""yes"""
13.6937565,50.9003022,"900","1931836925",,,,,,,,,"""entrance""=>""yes"""
13.6938905,50.9006027,"901","1931836926",,,,,,,,,"""entrance""=>""yes"""
13.6939524,50.8999937,"905","1936916261",Anlieferung,,,,,,,,"""entrance""=>""yes"""
13.6941619,50.8983197,"906","1936916287",,,street_lamp,,,,,,
13.6943615,50.8983736,"907","1936916290",,,street_lamp,,,,,,
13.6938495,50.8984172,"908","1936916301",,,street_lamp,,,,,,
13.694726,50.8984559,"909","1936916307",,,street_lamp,,,,,,
13.6942243,50.8985207,"910","1936916322",,,street_lamp,,,,,,
13.6951013,50.898542,"911","1936916325",,,street_lamp,,,,,,
13.6933835,50.8985536,"912","1936916330",,,,"8",,,,,"""access""=>""private"",""entrance""=>""yes"""
13.6934549,50.8985815,"913","1936916339",,,,"9",,,,,"""access""=>""private"",""entrance""=>""yes"""
13.6936098,50.8986415,"914","1936916345",,,,"11",,,,,"""access""=>""private"",""entrance""=>""yes"""
13.6960441,50.8988331,"915","1936916351",,,street_lamp,,,,,,
13.696235,50.8990241,"916","1936916355",,,street_lamp,,,,,,
13.6916435,50.8990916,"917","1936916364",,,street_lamp,,,,,,
13.6921339,50.8992261,"918","1936916372",,,street_lamp,,,,,,
13.6964068,50.8992906,"919","1936916377",,,street_lamp,,,,,,
13.6925622,50.8993911,"920","1936916386",,,street_lamp,,,,,,
13.6969266,50.8994609,"921","1936916389",,,,,,,,,"""entrance""=>""yes"""
13.6966167,50.8995418,"922","1936916394",,,street_lamp,,,,,,
13.694543,50.8996277,"923","1936916396",,,,,,,,,"""entrance""=>""yes"""
13.6944615,50.8998134,"924","1936916407",,,,,,,,,"""entrance""=>""yes"""
13.6974655,50.8999398,"925","1936916410",,,street_lamp,,,,,,
13.6980254,50.8999438,"926","1936916412",,,street_lamp,,,,,,
13.6939911,50.9000066,"927","1936916416",,,street_lamp,,,,,,
13.6943778,50.9001829,"928","1936916422",,,street_lamp,,,,,,
13.6946573,50.9003167,"929","1936916425",,,,,,,,,"""entrance""=>""yes"""
13.6938767,50.9001161,"930","1937143971",,,street_lamp,,,,,,
13.6943087,50.9003247,"931","1937143978",,,street_lamp,,,,,,
13.694352,50.9005121,"932","1937143986",,,street_lamp,,,,,,
13.6942215,50.9006947,"933","1937144025",,,street_lamp,,,,,,
13.694456,50.9008329,"934","1937144048",,,street_lamp,,,,,,
13.6949646,50.9008818,"935","1937144052",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
